train_loss,val_loss,train_accuracy,val_accuracy
0.7230048018589126,0.7270864794241733,0.6098130841121495,0.6382978723404256
0.7201066151118548,0.7239336859050447,0.6121495327102804,0.6453900709219859
0.7169798082842518,0.7205352434352947,0.6144859813084113,0.6453900709219859
0.7141509386526048,0.7174474865083099,0.616822429906542,0.6453900709219859
0.7111341398111616,0.714154115773904,0.616822429906542,0.6524822695035462
0.7080888271153557,0.7108341788318665,0.616822429906542,0.6524822695035462
0.7052601797475122,0.7077873366762446,0.6191588785046729,0.6524822695035462
0.7023425818715346,0.7046144064066203,0.6238317757009346,0.6524822695035462
0.69929140825062,0.7012998147415596,0.6261682242990654,0.6595744680851063
0.6962575735892721,0.6980094323685743,0.6308411214953271,0.6595744680851063
0.6932774809127535,0.6947750704965192,0.6308411214953271,0.6595744680851063
0.6904671410736664,0.6917330820998372,0.6308411214953271,0.6737588652482269
0.6875607917459464,0.6885897894838886,0.6308411214953271,0.6737588652482269
0.6847698087723236,0.6855493764378036,0.633177570093458,0.6737588652482269
0.6820775573803515,0.682633750449496,0.6355140186915887,0.6808510638297872
0.679568206641379,0.6799277604432192,0.6378504672897196,0.6808510638297872
0.6770227374267115,0.677177851813192,0.6425233644859814,0.6808510638297872
0.674424778222577,0.6743770295183426,0.6448598130841121,0.6808510638297872
0.6719247761926742,0.6716750404995735,0.6448598130841121,0.6879432624113475
0.6692190214713452,0.6687451495793316,0.6448598130841121,0.6879432624113475
0.6666274836732499,0.6659416302140214,0.6518691588785047,0.6950354609929078
0.6640505104736661,0.6631556530264351,0.6542056074766355,0.6950354609929078
0.661403373929748,0.6603138084097139,0.6635514018691588,0.6950354609929078
0.6589075363144085,0.6576212968128367,0.6682242990654206,0.7021276595744681
0.6562241943130706,0.6547265991536415,0.6682242990654206,0.7021276595744681
0.6536736249988699,0.6519480271399797,0.6682242990654206,0.7021276595744681
0.6510030848479572,0.6490473575432638,0.6752336448598131,0.7021276595744681
0.6484449254173763,0.6462725945760144,0.677570093457944,0.7021276595744681
0.6459819292627214,0.643623978205245,0.6822429906542056,0.7021276595744681
0.6436197542676408,0.6410792355333669,0.6845794392523364,0.7021276595744681
0.6412286609910798,0.6385082358594795,0.6822429906542056,0.7021276595744681
0.6389323028436714,0.6360606367421642,0.6822429906542056,0.7021276595744681
0.6365367076729328,0.6334805354378014,0.6822429906542056,0.7021276595744681
0.6342077022115256,0.6309715834001378,0.6822429906542056,0.7021276595744681
0.6319339624936955,0.6285395228107352,0.6822429906542056,0.7021276595744681
0.6296490075349143,0.6261110185048403,0.6822429906542056,0.7021276595744681
0.6272035721156094,0.6234922076797731,0.6869158878504673,0.7021276595744681
0.6246955640609984,0.620805598282759,0.6892523364485982,0.7021276595744681
0.622543879681041,0.6185010080268727,0.6915887850467289,0.7021276595744681
0.6202702396803227,0.6160809586273971,0.6939252336448598,0.7021276595744681
0.6181283182072738,0.6138014933047907,0.6985981308411215,0.7092198581560284
0.6157273162879783,0.6112342894984202,0.6985981308411215,0.7163120567375887
0.6135552886984871,0.6089240562238004,0.7032710280373832,0.7163120567375887
0.6113899592402834,0.6066182603612935,0.705607476635514,0.7163120567375887
0.6092178543419738,0.6043036905668662,0.705607476635514,0.723404255319149
0.6070395528949866,0.6019848466614849,0.705607476635514,0.723404255319149
0.6048396149010253,0.5996399251340564,0.705607476635514,0.723404255319149
0.602675364480684,0.597319471183201,0.705607476635514,0.7304964539007093
0.6006667996749381,0.5951801982978154,0.705607476635514,0.7304964539007093
0.5986674462458685,0.593049791566265,0.705607476635514,0.7304964539007093
0.5964665144626317,0.5907139620971247,0.705607476635514,0.7304964539007093
0.5945525473128009,0.5886665109043168,0.7102803738317757,0.7304964539007093
0.5926562559328847,0.5866603385664788,0.7126168224299065,0.7304964539007093
0.5907273082138392,0.5846070911863077,0.7172897196261683,0.7304964539007093
0.5886950255146738,0.5824415761218886,0.7242990654205608,0.7304964539007093
0.586741819963076,0.5803666478828469,0.7266355140186916,0.7304964539007093
0.5849409439500225,0.578452750297677,0.7266355140186916,0.7304964539007093
0.5828907169379001,0.5762771990374441,0.7266355140186916,0.7304964539007093
0.5809487447528531,0.574215169249418,0.7266355140186916,0.7304964539007093
0.5789815693548556,0.5720976521911733,0.7266355140186916,0.7304964539007093
0.5771342884306826,0.5701164053175922,0.7289719626168224,0.7304964539007093
0.5753099636524519,0.56814685003928,0.7289719626168224,0.7304964539007093
0.5734253169087605,0.5661191647481916,0.7313084112149533,0.7304964539007093
0.5716118504976934,0.5641612237364848,0.7383177570093458,0.7304964539007093
0.569777613580305,0.5622048002485294,0.7383177570093458,0.7304964539007093
