train_loss,val_loss,train_accuracy,val_accuracy
1.3843330277450012,1.5846981680708307,0.37850467289719625,0.3900709219858156
1.3186164262857805,1.5053868832241035,0.38317757009345793,0.3829787234042553
1.2519544091124768,1.4247531935838542,0.3878504672897196,0.3900709219858156
1.1878804908904852,1.3465603099899266,0.397196261682243,0.3900709219858156
1.1280313078147823,1.2728884337930966,0.397196261682243,0.3900709219858156
1.0760020788138427,1.2087093990417563,0.40654205607476634,0.3971631205673759
1.0328866812328308,1.1551444422960158,0.4158878504672897,0.3971631205673759
0.991508176014578,1.10336055461714,0.4322429906542056,0.3971631205673759
0.9529878017778387,1.0543496034293314,0.4369158878504673,0.40425531914893614
0.9177391063155881,1.0096356909467623,0.4369158878504673,0.41134751773049644
0.8865318620896411,0.9702407449940749,0.45093457943925236,0.4326241134751773
0.8584870678909808,0.934854940334964,0.4696261682242991,0.4397163120567376
0.8322211138621082,0.9015894063859002,0.4719626168224299,0.4397163120567376
0.8077116797364864,0.8699516699693596,0.48598130841121495,0.46099290780141844
0.7824984808092467,0.8374863327293799,0.514018691588785,0.48226950354609927
0.7626014239093348,0.8120468596543479,0.5350467289719626,0.48936170212765956
0.7440175515480949,0.7877199033620919,0.5514018691588785,0.5177304964539007
0.7266468448584654,0.7648400582491998,0.5630841121495327,0.5319148936170213
0.7141477413477886,0.7483996424155324,0.5700934579439252,0.5390070921985816
0.701256995711927,0.7314270845748719,0.5841121495327103,0.5602836879432624
0.6880384227893757,0.7137701669987413,0.602803738317757,0.574468085106383
0.6766761556079683,0.6982159607071855,0.6191588785046729,0.5815602836879432
0.6660172391671202,0.6833754337043302,0.6355140186915887,0.574468085106383
0.6555024736152073,0.6687531510642044,0.6565420560747663,0.5886524822695035
0.6454822669045648,0.654827669656583,0.6635514018691588,0.5957446808510638
0.6368291812648218,0.6427381693222511,0.6752336448598131,0.5957446808510638
0.6295176456565789,0.6326145419172675,0.6939252336448598,0.6099290780141844
0.6223610400976812,0.6225952984193499,0.6962616822429907,0.6312056737588653
0.6160108305047868,0.6136944725167516,0.7079439252336449,0.6595744680851063
0.609205499980672,0.6040183299118322,0.7313084112149533,0.6666666666666666
